"Pathway","Group_ref","Group_test","Comparison","Mean_ref","Mean_test","Median_ref","Median_test","Prevalence_ref","Prevalence_test","Mean_difference","Log2FC","P_value","FDR","Pathway_ID","Description","Direction","NegLog10P","NegLog10FDR"
"PWY-6936: seleno-amino acid biosynthesis (plants)","OTM1","OTM2","OTM2 vs OTM1",4.46145763333333e-05,2.63845515e-05,3.740325e-05,2.67873e-05,30,30,-1.82300248333333e-05,-0.757819445695631,0.0451462083807951,0.169437621577305,"PWY-6936","seleno-amino acid biosynthesis (plants)","Not significant",1.34537871818424,0.770990153454141
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis","OTM1","OTM2","OTM2 vs OTM1",3.314215e-06,2.04334866666667e-06,3.44783e-06,1.006445e-06,22,15,-1.27086633333333e-06,-0.697704724107217,0.0470310699691237,0.17435908866602,"PWY-7332","superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis","Not significant",1.32761514082865,0.758555409603615
"PWY-6902: chitin degradation II (Vibrio)","OTM1","OTM2","OTM2 vs OTM1",1.4225978e-06,2.852867e-07,1.538095e-07,0,15,9,-1.1373111e-06,-2.3176392397747,0.0507660666668144,0.185938364659176,"PWY-6902","chitin degradation II (Vibrio)","Not significant",1.29442648424307,0.730630993010392
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",8.40040166666667e-07,1.44456176666667e-06,6.55732e-07,1.5728e-06,18,21,6.045216e-07,0.782029811045865,0.0559307598750251,0.193215352295541,"HOMOSER-METSYN-PWY","L-methionine biosynthesis I","Not significant",1.252349280309,0.713958368850417
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",1.46420876666667e-06,2.5149756e-06,1.14577e-06,2.74373e-06,18,21,1.05076683333333e-06,0.780381971416926,0.0559307598750251,0.193215352295541,"METSYN-PWY","superpathway of L-homoserine and L-methionine biosynthesis","Not significant",1.252349280309,0.713958368850417
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)","OTM1","OTM2","OTM2 vs OTM1",1.66534846666667e-06,2.85771233333333e-06,1.30678e-06,3.124885e-06,18,21,1.19236386666667e-06,0.779000466780448,0.0559307598750251,0.193215352295541,"PWY-5347","superpathway of L-methionine biosynthesis (transsulfuration)","Not significant",1.252349280309,0.713958368850417
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",1.65493223333333e-06,2.822422e-06,1.307405e-06,3.103755e-06,18,21,1.16748976666667e-06,0.77012551088325,0.0559307598750251,0.193215352295541,"MET-SAM-PWY","superpathway of S-adenosyl-L-methionine biosynthesis","Not significant",1.252349280309,0.713958368850417
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",5.48786766666667e-06,4.1670185e-06,5.852425e-06,3.99883e-06,28,28,-1.32084916666667e-06,-0.397221855220533,0.0536520026727847,0.193215352295541,"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II","Not significant",1.27041406244907,0.713958368850417
"DAPLYSINESYN-PWY: L-lysine biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",2.393762e-05,1.7977922e-05,2.03807e-05,1.67993e-05,30,30,-5.959698e-06,-0.413051446591085,0.0594279151689524,0.202989732711927,"DAPLYSINESYN-PWY","L-lysine biosynthesis I","Not significant",1.22600950525418,0.692525928290342
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","OTM1","OTM2","OTM2 vs OTM1",2.50832226666667e-05,3.0836966e-05,2.521765e-05,3.13504e-05,30,30,5.75374333333333e-06,0.297937038572645,0.061451911011257,0.205289900521122,"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","Not significant",1.21146460702099,0.687632415733333
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)","OTM1","OTM2","OTM2 vs OTM1",6.939295e-05,7.183761e-05,6.76608e-05,7.626255e-05,30,30,2.44466e-06,0.0499501832498895,0.061451911011257,0.205289900521122,"PWY-6969","TCA cycle V (2-oxoglutarate synthase)","Not significant",1.21146460702099,0.687632415733333
"PWY-3001: superpathway of L-isoleucine biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.000216339966666667,0.000225958533333333,0.0002137835,0.00023005,30,30,9.61856666666666e-06,0.0627577995433669,0.0635326507348074,0.209933976341103,"PWY-3001","superpathway of L-isoleucine biosynthesis I","Not significant",1.19700302447768,0.677917268214477
"PWY-5677: succinate fermentation to butanoate","OTM1","OTM2","OTM2 vs OTM1",1.37130883333333e-06,3.481204e-07,0,0,12,7,-1.02318843333333e-06,-1.97758609101129,0.066310831262387,0.216757986061996,"PWY-5677","succinate fermentation to butanoate","Not significant",1.178415527805,0.664024892750185
"PWY-6823: molybdopterin biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.487796e-05,7.41691533333333e-05,5.954025e-05,6.91049e-05,30,30,9.29119333333334e-06,0.193090565011949,0.0748270080049043,0.241993728015861,"PWY-6823","molybdopterin biosynthesis","Not significant",1.12594161991045,0.61619588990139
"PWY-7560: methylerythritol phosphate pathway II","OTM1","OTM2","OTM2 vs OTM1",0.000130726233333333,0.00014144368,0.000136427,0.0001489665,30,30,1.07174466666667e-05,0.113678950596381,0.0772719759293395,0.247270322973887,"PWY-7560","methylerythritol phosphate pathway II","Not significant",1.11197798222583,0.606828003905921
"PWY-6270: isoprene biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.00014248901,0.000153778856666667,0.000149073,0.0001615635,30,30,1.12898466666667e-05,0.110006433553618,0.079781647124981,0.247485925775451,"PWY-6270","isoprene biosynthesis I","Not significant",1.09809700174508,0.606449493828823
"PWY-6527: stachyose degradation","OTM1","OTM2","OTM2 vs OTM1",0.000104668103333333,0.000112166143333333,0.0001028565,0.000112769,30,30,7.49804e-06,0.0998153199541393,0.079781647124981,0.247485925775451,"PWY-6527","stachyose degradation","Not significant",1.09809700174508,0.606449493828823
"PWY-2941: L-lysine biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",0.0001452562,0.000154792,0.0001463185,0.0001575065,30,30,9.5358e-06,0.0917311066963862,0.079781647124981,0.247485925775451,"PWY-2941","L-lysine biosynthesis II","Not significant",1.09809700174508,0.606449493828823
"PWY-5497: purine nucleobases degradation II (anaerobic)","OTM1","OTM2","OTM2 vs OTM1",5.70467033333333e-06,4.9330968e-06,5.810225e-06,4.981175e-06,30,29,-7.71573533333334e-07,-0.209645964740961,0.0823571708823862,0.252894746951974,"PWY-5497","purine nucleobases degradation II (anaerobic)","Not significant",1.08429858059786,0.597060191586654
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.0004348024,0.0004561662,0.0004314205,0.000449472,30,30,2.13638e-05,0.0691996337245987,0.0849996974869641,0.258399080360371,"PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","Not significant",1.07058261993248,0.58770903632373
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)","OTM1","OTM2","OTM2 vs OTM1",0.00010798032,0.000122771743333333,0.0001070665,0.000122087,30,30,1.47914233333333e-05,0.18520999553135,0.090490360906144,0.27236702688582,"PWY66-429","fatty acid biosynthesis initiation (mitochondria)","Not significant",1.04339767967019,0.564845469844078
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)","OTM1","OTM2","OTM2 vs OTM1",2.5081752e-06,3.29288566666667e-06,2.421075e-06,3.238575e-06,22,24,7.84710466666667e-07,0.392700587599684,0.0941576583400082,0.280626746425122,"HEXITOLDEGSUPER-PWY","superpathway of hexitol degradation (bacteria)","Not significant",1.02614435074511,0.551870938898272
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)","OTM1","OTM2","OTM2 vs OTM1",8.90213333333333e-06,6.48171366666667e-06,9.62049e-06,6.03114e-06,27,22,-2.42041966666667e-06,-0.457769767306353,0.098224057839153,0.287374408618162,"PWY-5265","peptidoglycan biosynthesis II (staphylococci)","Not significant",1.00778212822977,0.541551909447356
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","OTM1","OTM2","OTM2 vs OTM1",4.08369733333333e-06,3.1402327e-06,4.0682e-06,3.355335e-06,28,25,-9.43464633333334e-07,-0.378993858975917,0.0989946054874045,0.287374408618162,"PWY-821","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","Not significant",1.00438847076492,0.541551909447356
"HISDEG-PWY: L-histidine degradation I","OTM1","OTM2","OTM2 vs OTM1",9.96098733333333e-05,9.197008e-05,9.83305e-05,8.941965e-05,30,30,-7.63979333333334e-06,-0.115124033699744,0.0992576082398258,0.287374408618162,"HISDEG-PWY","L-histidine degradation I","Not significant",1.00323619398617,0.541551909447356
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)","OTM1","OTM2","OTM2 vs OTM1",4.84038133333333e-05,5.296481e-05,4.443765e-05,5.012325e-05,30,30,4.56099666666667e-06,0.129913179896886,0.10232626822733,0.293464014538757,"PWY-8187","L-arginine degradation XIII (reductive Stickland reaction)","Not significant",0.990012864022367,0.532445145678383
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",1.31246753333333e-05,8.62457866666667e-06,8.978205e-06,6.41766e-06,28,27,-4.50009666666667e-06,-0.605750115504942,0.105373141948005,0.299377898618632,"PWY-6895","superpathway of thiamine diphosphate biosynthesis II","Not significant",0.977270070244713,0.523780264321169
"P164-PWY: purine nucleobases degradation I (anaerobic)","OTM1","OTM2","OTM2 vs OTM1",6.913998e-06,5.69311806666667e-06,6.198445e-06,5.347875e-06,30,29,-1.22087993333333e-06,-0.280296692249016,0.108689773214447,0.305941583862889,"P164-PWY","purine nucleobases degradation I (anaerobic)","Not significant",0.963811317417636,0.514361489295832
"PWY-6317: D-galactose degradation I (Leloir pathway)","OTM1","OTM2","OTM2 vs OTM1",0.0001272863,0.00013343637,0.0001261075,0.0001306525,30,30,6.15007e-06,0.0680747468078956,0.11198687208269,0.309490991937615,"PWY-6317","D-galactose degradation I (Leloir pathway)","Not significant",0.950832885510287,0.509351987059758
"PWY-5103: L-isoleucine biosynthesis III","OTM1","OTM2","OTM2 vs OTM1",0.000332035666666667,0.0003189368,0.0003333595,0.000319966,30,30,-1.30988666666667e-05,-0.0580676335277226,0.11198687208269,0.309490991937615,"PWY-5103","L-isoleucine biosynthesis III","Not significant",0.950832885510287,0.509351987059758
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)","OTM1","OTM2","OTM2 vs OTM1",3.37316416666667e-06,2.32316363333333e-06,3.225705e-06,2.579935e-06,27,27,-1.05000053333333e-06,-0.537992429072382,0.113489107982972,0.31081701645787,"PWY-5189","tetrapyrrole biosynthesis II (from glycine)","Not significant",0.945045817500638,0.507495212678542
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.000463554566666667,0.0004824731,0.000474068,0.000494326,30,30,1.89185333333333e-05,0.0577093221753927,0.122352925844741,0.332100798721441,"DTDPRHAMSYN-PWY","dTDP-&beta;-L-rhamnose biosynthesis","Not significant",0.912385640835829,0.478730079897257
"PWY-5209: methyl-coenzyme M oxidation to CO2","OTM1","OTM2","OTM2 vs OTM1",5.29978183333333e-05,6.19945526666667e-05,4.98708e-05,6.35939e-05,30,30,8.99673433333333e-06,0.226208087344271,0.125970193170972,0.335920515122593,"PWY-5209","methyl-coenzyme M oxidation to CO2","Not significant",0.899732204666189,0.473763472393908
"PWY-6160: 3-dehydroquinate biosynthesis II (archaea)","OTM1","OTM2","OTM2 vs OTM1",5.01785443333333e-05,5.7817087e-05,4.670495e-05,5.98423e-05,30,30,7.63854266666667e-06,0.204424924309068,0.125970193170972,0.335920515122593,"PWY-6160","3-dehydroquinate biosynthesis II (archaea)","Not significant",0.899732204666189,0.473763472393908
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation","OTM1","OTM2","OTM2 vs OTM1",9.23277433333333e-06,7.797934e-06,9.85343e-06,7.57569e-06,29,29,-1.43484033333333e-06,-0.243669405563378,0.127804502006249,0.337848422694781,"FUC-RHAMCAT-PWY","superpathway of fucose and rhamnose degradation","Not significant",0.893453847570149,0.471278104315007
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation","OTM1","OTM2","OTM2 vs OTM1",5.5362964e-05,2.09314183333333e-05,2.234665e-05,1.338525e-05,29,30,-3.44315456666667e-05,-1.40324682354981,0.133454087587793,0.343621919014565,"PWY0-1297","superpathway of purine deoxyribonucleosides degradation","Not significant",0.874668119593702,0.463919141105468
"GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation","OTM1","OTM2","OTM2 vs OTM1",5.25353e-05,7.05397433333333e-05,7.656455e-05,9.192865e-05,16,19,1.80044433333333e-05,0.425148487976085,0.134509895930044,0.343621919014565,"GLUCOSE1PMETAB-PWY","glucose and glucose-1-phosphate degradation","Not significant",0.871245763321691,0.463919141105468
"PWY-6305: superpathway of putrescine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",9.3993506e-06,7.24230366666667e-06,7.5274e-06,7.18673e-06,30,30,-2.15704693333333e-06,-0.376107843491415,0.133454087587793,0.343621919014565,"PWY-6305","superpathway of putrescine biosynthesis","Not significant",0.874668119593702,0.463919141105468
"PWY-6165: chorismate biosynthesis II (archaea)","OTM1","OTM2","OTM2 vs OTM1",8.00112966666667e-05,9.075324e-05,7.80656e-05,9.313175e-05,30,30,1.07419433333333e-05,0.181745230374667,0.133454087587793,0.343621919014565,"PWY-6165","chorismate biosynthesis II (archaea)","Not significant",0.874668119593702,0.463919141105468
"PWY-7208: superpathway of pyrimidine nucleobases salvage","OTM1","OTM2","OTM2 vs OTM1",0.000125709393333333,0.00013837539,0.0001306225,0.0001431995,30,30,1.26659966666667e-05,0.138494822367846,0.137322834846993,0.347884514945715,"PWY-7208","superpathway of pyrimidine nucleobases salvage","Not significant",0.862257239722706,0.458564902161577
"P161-PWY: acetylene degradation (anaerobic)","OTM1","OTM2","OTM2 vs OTM1",3.1567516e-05,1.17756526666667e-05,1.2234e-05,7.891e-06,29,30,-1.97918633333333e-05,-1.4226260367922,0.141277506440492,0.352035753753356,"P161-PWY","acetylene degradation (anaerobic)","Not significant",0.849926979031879,0.453413226097873
"PWY-5690: TCA cycle II (plants and fungi)","OTM1","OTM2","OTM2 vs OTM1",3.0199355e-05,3.39688266666667e-05,3.16655e-05,3.45939e-05,30,30,3.76947166666666e-06,0.169693119448601,0.141277506440492,0.352035753753356,"PWY-5690","TCA cycle II (plants and fungi)","Not significant",0.849926979031879,0.453413226097873
"PWY-5667: CDP-diacylglycerol biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",3.51160766666667e-05,4.365206e-05,3.39267e-05,3.652835e-05,30,30,8.53598333333333e-06,0.313917265630702,0.149448706230463,0.35494067729735,"PWY-5667","CDP-diacylglycerol biosynthesis I","Not significant",0.825507840272762,0.449844226311876
"PWY0-1319: CDP-diacylglycerol biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",3.51160766666667e-05,4.365206e-05,3.39267e-05,3.652835e-05,30,30,8.53598333333333e-06,0.313917265630702,0.149448706230463,0.35494067729735,"PWY0-1319","CDP-diacylglycerol biosynthesis II","Not significant",0.825507840272762,0.449844226311876
"HSERMETANA-PWY: L-methionine biosynthesis III","OTM1","OTM2","OTM2 vs OTM1",0.00011426401,0.000102445783333333,0.000110075,0.0001020725,30,30,-1.18182266666667e-05,-0.157510316178008,0.145319127240865,0.35494067729735,"HSERMETANA-PWY","L-methionine biosynthesis III","Not significant",0.837677219091833,0.449844226311876
"CRNFORCAT-PWY: creatinine degradation I","OTM1","OTM2","OTM2 vs OTM1",3.62307956666667e-06,3.25970466666667e-06,3.73915e-06,3.380025e-06,30,29,-3.633749e-07,-0.152470790104918,0.149448706230463,0.35494067729735,"CRNFORCAT-PWY","creatinine degradation I","Not significant",0.825507840272762,0.449844226311876
"PWY-5484: glycolysis II (from fructose 6-phosphate)","OTM1","OTM2","OTM2 vs OTM1",0.0002257039,0.000208712783333333,0.0002342365,0.0002087285,30,30,-1.69911166666666e-05,-0.112912329403435,0.145319127240865,0.35494067729735,"PWY-5484","glycolysis II (from fructose 6-phosphate)","Not significant",0.837677219091833,0.449844226311876
"PWY-5941: glycogen degradation II","OTM1","OTM2","OTM2 vs OTM1",0.000295843333333333,0.000318065366666667,0.000289256,0.000310368,30,30,2.22220333333333e-05,0.104489869829033,0.149448706230463,0.35494067729735,"PWY-5941","glycogen degradation II","Not significant",0.825507840272762,0.449844226311876
"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage","OTM1","OTM2","OTM2 vs OTM1",3.958339e-06,2.64867796666667e-06,3.914355e-06,1.581525e-06,21,17,-1.30966103333333e-06,-0.579604704334864,0.154086350126124,0.357574430827036,"PWY-7200","superpathway of pyrimidine deoxyribonucleoside salvage","Not significant",0.812235831933538,0.446633543980549
"PWY-3841: folate transformations II (plants)","OTM1","OTM2","OTM2 vs OTM1",0.000482672466666667,0.000466632966666667,0.000484674,0.00046957,30,30,-1.60395e-05,-0.0487562880791519,0.15366723548509,0.357574430827036,"PWY-3841","folate transformations II (plants)","Not significant",0.813418721731889,0.446633543980549
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.0003460923,0.000335216666666667,0.00034811,0.000337065,30,30,-1.08756333333333e-05,-0.0460629503786046,0.15366723548509,0.357574430827036,"BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched chain amino acid biosynthesis","Not significant",0.813418721731889,0.446633543980549
"PWY66-409: superpathway of purine nucleotide salvage","OTM1","OTM2","OTM2 vs OTM1",5.0320032e-05,6.20673066666667e-05,5.311165e-05,5.99043e-05,29,30,1.17472746666667e-05,0.302700161021932,0.157975689150513,0.361087289486887,"PWY66-409","superpathway of purine nucleotide salvage","Not significant",0.801409741400833,0.442387798759165
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)","OTM1","OTM2","OTM2 vs OTM1",0.000312124966666667,0.000295850466666667,0.000327074,0.0002997855,30,30,-1.62745e-05,-0.0772555658963787,0.157975689150513,0.361087289486887,"GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","Not significant",0.801409741400833,0.442387798759165
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",8.11486966666667e-05,7.28544466666667e-05,7.356685e-05,7.13757e-05,30,30,-8.29424999999999e-06,-0.155550691579604,0.16686617046326,0.375757894969118,"ASPASN-PWY","superpathway of L-aspartate and L-asparagine biosynthesis","Not significant",0.777631700890059,0.425091885776311
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I","OTM1","OTM2","OTM2 vs OTM1",0.0001452359,0.0001521755,0.000145753,0.000152363,30,30,6.93960000000001e-06,0.0673379521201,0.16686617046326,0.375757894969118,"P41-PWY","pyruvate fermentation to acetate and (S)-lactate I","Not significant",0.777631700890059,0.425091885776311
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.000148158063333333,0.00015723834,0.000151691,0.0001568875,30,30,9.08027666666667e-06,0.0858158364057414,0.17145004745971,0.383241282556999,"COMPLETE-ARO-PWY","superpathway of aromatic amino acid biosynthesis","Not significant",0.765862390330388,0.416527715091852
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)","OTM1","OTM2","OTM2 vs OTM1",7.12641e-06,8.6976669e-06,5.98612e-06,8.498325e-06,30,30,1.5712569e-06,0.287449313240895,0.180899533497923,0.401412103528238,"NAD-BIOSYNTHESIS-II","NAD salvage pathway III (to nicotinamide riboside)","Not significant",0.742562553093415,0.396409536641068
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)","OTM1","OTM2","OTM2 vs OTM1",3.85431843333333e-06,4.963976e-06,3.297995e-06,4.057075e-06,28,29,1.10965756666667e-06,0.365012005061103,0.185742408866453,0.406281469889623,"THISYNARA-PWY","superpathway of thiamine diphosphate biosynthesis III (eukaryotes)","Not significant",0.731088926449101,0.391172984979035
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation","OTM1","OTM2","OTM2 vs OTM1",8.578941e-05,9.31980266666667e-05,8.951085e-05,9.664485e-05,30,30,7.40861666666666e-06,0.119499704712639,0.185766856298216,0.406281469889623,"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","Not significant",0.731031768333694,0.391172984979035
"LIPASYN-PWY: phospholipases","OTM1","OTM2","OTM2 vs OTM1",1.91085036666667e-06,1.37659266666667e-06,1.676e-06,1.17913e-06,24,21,-5.342577e-07,-0.473083779826746,0.187262254741263,0.406626610295313,"LIPASYN-PWY","phospholipases","Not significant",0.727549751773446,0.39080420384293
"PWY-5392: reductive TCA cycle II","OTM1","OTM2","OTM2 vs OTM1",1.19202683333333e-05,1.11418323333333e-05,1.09946e-05,1.03456e-05,30,30,-7.78436000000001e-07,-0.0974293556084585,0.195790758351199,0.419157679850454,"PWY-5392","reductive TCA cycle II","Not significant",0.708207811469554,0.377622572243857
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.000109698746666667,0.000116516516666667,0.0001088055,0.000115965,30,30,6.81777e-06,0.0869873573080606,0.195790758351199,0.419157679850454,"PWY-7328","superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis","Not significant",0.708207811469554,0.377622572243857
"PWY-6906: chitin derivatives degradation","OTM1","OTM2","OTM2 vs OTM1",1.286745e-06,4.71849666666667e-07,0,0,10,6,-8.14895333333333e-07,-1.44713338216465,0.199756833087647,0.424657882927586,"PWY-6906","chitin derivatives degradation","Not significant",0.699498355836234,0.371960809692542
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II","OTM1","OTM2","OTM2 vs OTM1",0.000166108033333333,0.000171129833333333,0.00016651,0.00016874,30,30,5.02179999999999e-06,0.0429694168147031,0.206205487053013,0.435322694889695,"PWY-8178","pentose phosphate pathway (non-oxidative branch) II","Not significant",0.685699782480533,0.361188690967029
"PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",4.78203136666667e-05,5.5242281e-05,4.632165e-05,5.68009e-05,30,30,7.42196733333333e-06,0.208148892464664,0.211561236925973,0.443549076037902,"PWY-7286","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","Not significant",0.674563902474786,0.353058321101007
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",1.4994174e-05,1.670879e-05,1.428285e-05,1.719535e-05,30,30,1.714616e-06,0.156204225103011,0.228230066807424,0.471985988499706,"PWY-7315","dTDP-N-acetylthomosamine biosynthesis","Not significant",0.641627142615435,0.326070893754858
"PWY-6703: preQ0 biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.16183866666667e-05,6.518896e-05,6.012065e-05,6.51259e-05,30,30,3.57057333333333e-06,0.0812666216955383,0.228230066807424,0.471985988499706,"PWY-6703","preQ0 biosynthesis","Not significant",0.641627142615435,0.326070893754858
"PWY-5097: L-lysine biosynthesis VI","OTM1","OTM2","OTM2 vs OTM1",0.000286803766666667,0.000300772333333333,0.0002946825,0.0002985805,30,30,1.39685666666667e-05,0.0686078714165397,0.233988916281058,0.480625882090822,"PWY-5097","L-lysine biosynthesis VI","Not significant",0.630804714008576,0.31819284579478
"PWY0-781: aspartate superpathway","OTM1","OTM2","OTM2 vs OTM1",1.817695e-06,2.49994366666667e-06,1.548755e-06,2.73692e-06,16,18,6.82248666666667e-07,0.459763783515227,0.238010439501756,0.485605192003583,"PWY0-781","aspartate superpathway","Not significant",0.623403993705778,0.313716678509298
"""P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I""","OTM1","OTM2","OTM2 vs OTM1",1.72765733333333e-06,2.37389733333333e-06,1.467875e-06,2.60067e-06,16,18,6.4624e-07,0.458417711846697,0.244201277142788,0.494870209399884,"""P4-PWY","superpathway of L-lysine, L-threonine and L-methionine biosynthesis I""","Not significant",0.612252069078217,0.305508689415067
"PWY-6606: guanosine nucleotides degradation II","OTM1","OTM2","OTM2 vs OTM1",5.31059216666667e-06,4.69167783333333e-06,5.008785e-06,4.251555e-06,30,28,-6.18914333333333e-07,-0.178765206295705,0.245807242169022,0.494870209399884,"PWY-6606","guanosine nucleotides degradation II","Not significant",0.609405325730651,0.305508689415067
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","OTM1","OTM2","OTM2 vs OTM1",1.68503893333333e-06,1.1715433e-06,1.339385e-06,8.532975e-07,18,16,-5.13495633333333e-07,-0.524334124584943,0.250504320831919,0.501008641663838,"PWY0-845","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","Not significant",0.601184778789646,0.300154783125664
"PWY-5659: GDP-mannose biosynthesis","OTM1","OTM2","OTM2 vs OTM1",1.75477086666667e-05,1.57345066666667e-05,1.74807e-05,1.526365e-05,30,30,-1.813202e-06,-0.157349766434411,0.258051495086236,0.50286958016805,"PWY-5659","GDP-mannose biosynthesis","Not significant",0.588293620392435,0.298544635138143
"PWY-5686: UMP biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.000504717933333333,0.000520917633333333,0.000510189,0.000514012,30,30,1.61997e-05,0.0455779164873851,0.258051495086236,0.50286958016805,"PWY-5686","UMP biosynthesis I","Not significant",0.588293620392435,0.298544635138143
"PWY-7790: UMP biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",0.000504717933333333,0.000520917633333333,0.000510189,0.000514012,30,30,1.61997e-05,0.0455779164873851,0.258051495086236,0.50286958016805,"PWY-7790","UMP biosynthesis II","Not significant",0.588293620392435,0.298544635138143
"PWY-7791: UMP biosynthesis III","OTM1","OTM2","OTM2 vs OTM1",0.000504717933333333,0.000520917633333333,0.000510189,0.000514012,30,30,1.61997e-05,0.0455779164873851,0.258051495086236,0.50286958016805,"PWY-7791","UMP biosynthesis III","Not significant",0.588293620392435,0.298544635138143
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","OTM1","OTM2","OTM2 vs OTM1",3.86747736666667e-06,6.850751e-07,0,0,13,10,-3.18240226666667e-06,-2.49688552310577,0.261168523338097,0.505378419435363,"PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","Not significant",0.583079166464037,0.296383307173213
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis","OTM1","OTM2","OTM2 vs OTM1",8.30814033333333e-06,7.74928666666667e-06,8.545175e-06,7.19899e-06,30,30,-5.58853666666667e-07,-0.100460818482386,0.264326212796785,0.505378419435363,"PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","Not significant",0.577859766461515,0.296383307173213
"PWY-6151: S-adenosyl-L-methionine salvage I","OTM1","OTM2","OTM2 vs OTM1",0.000238784066666667,0.000250721333333333,0.0002394845,0.000253369,30,30,1.19372666666667e-05,0.0703781552445799,0.264326212796785,0.505378419435363,"PWY-6151","S-adenosyl-L-methionine salvage I","Not significant",0.577859766461515,0.296383307173213
