# Pathway	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
CARNMET-PWY: L-carnitine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8257e-07	0	9.47797e-07	6.35166e-07	0	2.42013e-07	0	0	0	0	1.17709e-07	1.79596e-06	0	0	1.01929e-07	0	0	0	2.67875e-07	0	0	0	0	0	0	0	0	0	0	5.14983e-07	0	0	0	0	0	0	0	0	0	0	8.99062e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19894e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94727e-07	0	0	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2698e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	1.0972e-05	0	1.02564e-05	1.32782e-05	1.07229e-05	1.01554e-05	5.77731e-06	8.60386e-06	1.00704e-05	1.66448e-05	6.65263e-06	1.07535e-05	8.9087e-06	1.2837e-05	1.83662e-05	7.87811e-06	1.17587e-05	1.02923e-05	3.4338e-06	4.75024e-06	6.82784e-06	1.21816e-05	7.19617e-06	1.12902e-05	2.17334e-05	4.94529e-06	1.18824e-05	1.53493e-05	1.52629e-05	1.45764e-05	1.5352e-05	8.56122e-06	9.6814e-06	1.43456e-05	1.30552e-05	1.62126e-05	9.84484e-06	4.66082e-06	1.43723e-05	9.46381e-06	1.667e-05	8.48457e-06	1.40647e-05	1.00722e-05	6.70502e-06	1.47883e-05	1.08855e-05	1.40167e-05	1.54048e-05	1.23868e-05	1.03503e-05	1.46215e-05	4.70042e-06	4.39122e-06	4.97615e-06	1.28781e-05	8.16516e-06	7.85055e-06	1.18689e-05	6.96006e-06	1.11103e-05	9.26804e-06	1.36381e-05	5.45223e-06	1.47389e-05	7.69864e-06	8.34349e-06	8.89074e-06	1.04014e-05	1.02883e-05	1.47797e-05	6.09978e-06	1.38029e-05	8.67066e-06	2.22659e-06	1.16307e-05	1.2694e-05	1.31804e-05	1.20474e-05	1.00934e-05	1.36333e-05	8.35446e-06	1.00338e-05	9.2739e-06	1.32245e-05	1.59655e-05	1.04791e-05	8.01902e-06	8.67726e-06	1.31621e-05	1.25239e-05	9.70114e-06	1.01899e-05	1.19406e-05	3.58251e-06	4.98891e-06	4.4277e-06	8.36801e-06	1.17503e-05	5.84022e-06	7.40468e-06	9.48582e-06	6.72672e-06	4.61429e-06	1.09142e-05	6.72024e-06	1.06716e-05	3.73518e-06	9.76522e-06	6.8389e-06	1.1535e-05	1.91641e-05	6.33913e-06	1.23383e-05	1.79693e-05	1.14808e-05	1.29846e-05	1.56059e-05	1.41491e-05	1.52648e-05
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47245e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	2.61095e-05	8.76733e-07	2.67118e-05	2.49824e-05	1.9557e-05	8.02897e-06	2.09775e-05	1.31552e-05	4.49108e-05	2.67839e-05	1.33894e-05	2.6342e-05	2.57622e-05	1.64126e-05	1.76204e-05	1.14994e-05	6.49815e-06	6.58743e-06	7.7355e-06	5.33607e-06	1.24949e-05	9.24586e-06	7.19054e-06	4.42136e-06	1.93092e-05	3.98316e-06	1.41287e-05	1.06109e-05	4.01035e-05	1.66154e-05	1.69744e-05	3.17657e-06	9.91838e-06	1.17423e-05	1.9233e-05	3.18805e-05	8.18608e-06	7.63164e-06	1.13667e-05	1.78009e-05	8.79035e-06	1.37529e-05	2.29725e-06	1.82113e-05	7.12659e-05	1.72263e-05	1.72302e-05	1.12241e-05	1.43253e-05	2.4086e-05	1.80531e-05	1.84349e-05	3.06677e-06	4.01351e-06	2.61758e-05	7.70549e-06	1.67152e-05	1.00861e-05	2.5906e-05	1.9289e-05	1.07015e-05	1.18182e-05	1.50509e-05	3.8128e-05	9.33362e-06	1.77961e-05	2.59431e-05	1.7283e-05	1.69584e-05	2.88921e-05	2.10239e-05	5.75372e-06	1.06464e-05	1.59614e-05	1.27517e-05	5.06348e-06	8.75031e-06	3.3955e-05	9.32359e-06	2.67957e-05	2.71114e-05	1.45095e-05	2.76546e-05	2.38588e-05	1.12878e-05	1.52492e-05	1.51392e-05	1.82192e-05	2.15497e-05	2.88091e-05	4.12918e-05	2.80202e-06	1.10613e-05	3.00162e-05	1.70984e-05	4.16909e-06	6.8788e-06	4.70139e-06	2.40612e-05	1.71274e-05	4.83295e-06	1.73484e-05	7.1764e-06	6.60873e-06	2.39807e-05	9.11154e-06	8.05332e-06	1.23117e-05	6.48721e-06	1.08337e-05	1.42878e-05	2.67469e-05	2.09428e-05	7.65722e-06	1.72066e-05	2.08678e-05	1.86175e-05	1.58808e-05	2.56991e-05	2.14568e-06
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.000159633	0.000204078	0.000120631	0.000144162	0.000114117	0.000169328	0.000102768	0.00014603	0.000119789	0.00011732	0.000121779	0.000152024	0.000144403	0.000128181	0.000144254	0.000105809	0.000161291	0.000161956	0.000153837	0.000160995	0.00018692	0.000127434	0.000161366	0.000169428	0.000107378	0.000190478	0.00019726	0.000138663	9.58211e-05	0.000102065	0.000154433	0.000206908	0.000171779	0.000196678	0.00018085	0.000208642	0.000220358	0.000124665	0.000256875	0.00017093	0.000279829	0.000227324	0.000249461	0.000231141	0.000145283	0.000180071	0.00011977	0.000200616	0.0001788	0.000172915	0.000153788	0.000165881	0.000229494	0.00024095	0.00012478	0.000169949	0.000153542	0.000174308	0.000115783	0.000164946	0.000202355	0.00011436	0.000153228	0.000102985	0.000195466	0.000196558	0.000132773	0.000143589	0.000155028	0.000109885	0.000157371	0.000215927	0.000192994	0.000146551	0.000145017	0.000257114	0.000176423	0.000131992	0.00021599	0.000125198	0.000155795	0.000151947	0.000175641	0.000140678	0.000186662	0.000187416	0.000266214	0.000134314	0.000169337	0.000164343	0.000121803	0.000196466	0.000181784	0.000149967	0.000100718	0.000168854	0.000201808	0.000180387	0.000136741	0.000106702	0.000243173	0.000121673	0.00019342	0.000181671	0.000176604	0.000170795	0.000176202	0.000114998	0.000187952	0.000154862	0.000173227	0.000141023	0.000142876	0.000163631	0.000127424	0.000165451	0.00014649	0.000207021	0.000167764	0.000216237
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.000163823	0.00020791	0.000183261	0.000187985	0.000181641	0.000228698	0.000164688	0.000208326	0.00018205	0.000150582	0.000163743	0.000171177	0.000184545	0.000187222	0.000197954	0.000146687	0.000209969	0.000238566	0.000236411	0.000248497	0.000217063	0.000162467	0.000213266	0.000168182	0.000159791	0.000178845	0.000174311	0.00016992	0.000139341	0.000140786	0.000143936	0.000190349	0.000158893	0.000194461	0.000168948	0.00019736	0.000208859	0.000149191	0.000262293	0.000177507	0.000269047	0.000266929	0.000227849	0.000217069	0.000225584	0.000162988	0.000151018	0.000185554	0.000232135	0.000161438	0.000202544	0.000194673	0.000219956	0.000199962	0.000173031	0.000212829	0.000225081	0.000172648	0.000136793	0.000182643	0.000192479	0.000148156	0.000190788	0.000165292	0.000180328	0.000188094	0.000161198	0.00017327	0.000234508	0.000165904	0.000211537	0.000217201	0.000229009	0.000177065	0.000184379	0.000246256	0.0002246	0.000165784	0.000198429	0.000170474	0.000177619	0.000196863	0.000185894	0.000172466	0.000198982	0.000206418	0.000240841	0.000157211	0.000160286	0.000200819	0.000160375	0.000206252	0.000201355	0.000180733	0.000148683	0.000170611	0.000197451	0.000168141	0.000197868	0.000138949	0.000264468	0.0001796	0.000239112	0.000202555	0.000205672	0.00022326	0.000207362	0.000145816	0.000175464	0.00019774	0.000195057	0.000178039	0.000185053	0.000219928	0.000188047	0.000171972	0.000180657	0.000198533	0.000226866	0.000208372
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	4.15112e-06	7.29102e-07	4.62294e-06	4.29708e-06	2.28514e-06	8.48106e-06	3.79106e-06	4.28776e-06	6.83292e-06	5.14553e-06	1.53848e-06	5.24245e-06	2.988e-06	7.9421e-06	6.33509e-06	3.50191e-06	6.59716e-06	3.18444e-06	3.91949e-06	3.13445e-06	7.21039e-07	2.65529e-06	1.42909e-06	3.91608e-06	1.14397e-05	0	5.07374e-06	5.92754e-06	3.71862e-06	4.59722e-06	2.84533e-06	2.47823e-06	5.00146e-06	9.52905e-06	6.4752e-06	8.41014e-06	1.52236e-06	1.56136e-06	7.57186e-06	7.76973e-06	2.76797e-06	0	2.48761e-06	8.76488e-06	4.68794e-06	8.56592e-06	2.62019e-06	5.85233e-06	1.08346e-05	6.16419e-06	3.07675e-06	2.46123e-06	2.37778e-06	0	7.99257e-07	1.17736e-06	2.67059e-06	3.13319e-06	2.81396e-06	2.89075e-06	2.43649e-06	4.89386e-06	4.90042e-06	5.56433e-06	3.66863e-06	2.85058e-06	1.68837e-06	2.57607e-06	8.60487e-06	3.10591e-06	7.40422e-06	1.53087e-06	1.38449e-05	2.19493e-06	1.43396e-06	5.82397e-07	2.81007e-06	4.90236e-06	6.43992e-06	3.28191e-06	3.07891e-06	2.45242e-06	4.1651e-06	3.686e-06	3.11458e-06	1.16619e-05	7.51697e-06	0	3.15181e-06	4.91194e-06	4.24069e-06	1.71941e-06	4.02535e-06	3.55275e-06	3.36665e-06	9.28494e-07	1.18673e-06	2.86228e-06	2.24792e-06	2.05028e-06	2.02273e-06	7.49711e-07	7.512e-06	1.18367e-06	2.36608e-06	5.93495e-06	3.39002e-06	1.27092e-06	2.61537e-06	3.14695e-06	9.61211e-07	5.31459e-06	3.82637e-06	4.06169e-06	5.64154e-06	4.66011e-06	4.31831e-07	9.47199e-06	4.22379e-06	1.01205e-06
COLANSYN-PWY: colanic acid building blocks biosynthesis	3.75696e-05	1.2879e-05	3.46998e-05	3.64979e-05	3.31775e-05	2.41266e-05	3.55256e-05	3.61354e-05	4.60402e-05	3.13396e-05	1.53299e-05	3.1391e-05	2.49827e-05	3.0641e-05	3.38872e-05	2.20371e-05	3.49274e-05	2.79169e-05	3.73151e-05	4.29988e-05	2.26572e-05	2.73703e-05	2.26962e-05	1.33272e-05	4.28934e-05	1.53515e-05	2.30866e-05	2.89166e-05	2.02539e-05	2.09147e-05	2.54523e-05	1.81558e-05	2.0764e-05	2.13209e-05	1.69954e-05	3.89203e-05	2.15765e-05	1.95749e-05	3.36414e-05	3.41361e-05	2.63989e-05	1.9987e-05	1.65178e-05	2.84314e-05	2.72144e-05	3.14884e-05	2.6262e-05	2.52869e-05	3.05082e-05	3.36489e-05	2.40205e-05	2.6943e-05	1.74193e-05	9.19198e-06	2.83211e-05	2.3086e-05	4.33233e-05	2.08416e-05	3.83814e-05	1.58106e-05	1.81433e-05	1.89965e-05	3.60005e-05	3.8574e-05	2.43983e-05	2.60574e-05	2.47892e-05	2.31266e-05	4.03669e-05	4.15641e-05	3.40783e-05	7.27691e-06	3.44198e-05	2.63368e-05	1.33832e-05	1.67446e-05	2.73456e-05	4.1576e-05	2.55044e-05	4.07357e-05	3.79577e-05	1.75464e-05	3.13572e-05	3.41344e-05	3.62036e-05	3.70521e-05	3.33941e-05	2.23323e-05	2.84411e-05	3.03703e-05	4.1206e-05	2.59799e-05	2.64429e-05	2.65592e-05	4.03883e-05	2.19742e-05	2.17058e-05	1.7946e-05	3.80941e-05	3.05349e-05	1.87617e-05	3.81416e-05	2.87596e-05	1.38122e-05	2.60302e-05	2.91804e-05	2.73302e-05	1.62279e-05	2.40048e-05	2.21509e-05	3.0346e-05	2.70686e-05	3.69416e-05	4.26306e-05	2.79576e-05	2.80153e-05	2.49831e-05	3.3027e-05	7.28587e-05	2.47887e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00016638	0.000167957	0.000140463	0.000147154	0.00010856	0.000200253	0.000113172	0.000135777	0.000147887	0.000153553	0.000124734	0.000163132	0.000144045	0.000179283	0.000170185	0.000126906	0.000183606	0.000158928	0.000157237	0.000147552	9.06902e-05	0.000151617	0.000156538	0.000172399	0.000167598	0.00015447	0.000248363	0.000164218	0.000124112	0.000149957	0.000186766	0.000230987	0.000217369	0.000186893	0.000206292	0.000147855	0.000141714	0.000169591	0.000212315	0.000175994	0.000194084	0.000150142	0.000260612	0.000227527	0.00012792	0.000212528	0.000111327	0.000234124	0.000210004	0.000169569	0.000126059	0.000169287	0.000175325	0.000247264	0.000114018	0.00012413	0.000139872	0.000167848	0.000124961	0.000168196	0.000169426	0.000154291	0.000158722	0.000123584	0.000234865	0.000158936	0.000147986	0.000161251	0.00018941	0.000121707	0.000172598	0.000173998	0.000208252	0.00014601	0.000145074	0.000198821	0.000157375	0.000134113	0.000225308	0.00013103	0.000137931	0.000170682	0.000160331	0.000143654	0.000173225	0.000197747	0.000236421	0.000145221	0.000163005	0.000150142	0.000118146	0.000196636	0.0001884	0.00015324	7.77709e-05	0.000131202	0.00015813	0.000208138	0.000140196	0.000129742	0.00019587	0.000149121	0.000167375	0.000156081	0.000153224	0.000174687	0.000153706	0.000118167	0.000179439	0.000180546	0.00013436	0.000153988	0.00012192	0.000149163	0.000163834	0.000169216	0.000168252	0.000232075	0.000167891	0.000151836
CRNFORCAT-PWY: creatinine degradation I	2.65607e-06	4.17206e-06	4.10546e-06	3.86258e-06	5.43774e-06	5.07737e-07	5.21448e-06	3.82298e-06	3.58039e-06	3.27069e-06	3.17465e-06	3.50963e-06	3.67626e-06	2.69184e-06	3.94078e-06	3.13674e-06	2.18736e-06	3.1807e-06	2.19928e-06	1.34458e-06	2.46875e-06	3.72294e-06	3.50244e-06	0	2.35877e-06	3.04615e-06	3.34428e-06	2.57638e-06	3.55733e-06	1.23638e-06	2.16691e-06	2.51517e-06	2.10095e-06	3.05719e-06	2.02689e-06	4.78209e-06	2.83963e-06	2.29154e-06	3.43211e-06	2.19477e-06	2.93723e-06	5.0415e-06	2.62047e-06	1.8843e-06	2.78289e-06	2.64144e-06	3.39608e-06	2.1341e-06	1.89826e-06	3.22054e-06	4.67578e-06	4.18438e-06	2.15331e-06	2.12913e-06	3.4543e-06	4.39707e-06	3.26624e-06	2.64592e-06	3.18742e-06	3.85926e-06	3.46793e-06	2.73561e-06	3.89188e-06	4.04171e-06	0	4.11779e-06	2.7441e-06	4.07861e-06	2.53947e-06	5.36869e-06	3.52868e-06	0	2.116e-06	4.78639e-06	1.8054e-06	3.08738e-06	3.57734e-06	3.70968e-06	2.8681e-06	3.31765e-06	4.28665e-06	3.96632e-06	3.82722e-06	3.25309e-06	2.09519e-06	1.55473e-06	2.83774e-06	3.88254e-06	4.62999e-06	1.13432e-06	4.42141e-06	4.56451e-06	4.25611e-06	3.12213e-06	3.17313e-06	3.5724e-06	3.06849e-06	1.77638e-06	3.65532e-06	4.99464e-06	3.6909e-06	4.38239e-06	3.25761e-06	5.37424e-06	3.94691e-06	2.14074e-06	3.85496e-06	4.8309e-06	2.39406e-06	2.44444e-06	4.32712e-06	4.16931e-06	4.24559e-06	4.05567e-06	3.11925e-06	3.64547e-06	3.4911e-06	2.91189e-06	3.35459e-06	4.19896e-06
DAPLYSINESYN-PWY: L-lysine biosynthesis I	3.9647e-05	5.84529e-05	1.11678e-05	1.85706e-05	1.06627e-05	1.95041e-05	1.11553e-05	1.74457e-05	1.75927e-05	1.34902e-05	1.77163e-05	2.37155e-05	2.37719e-05	1.88777e-05	1.41325e-05	1.49977e-05	1.0802e-05	2.23819e-05	2.16441e-05	1.8136e-05	2.60357e-05	2.12012e-05	1.57345e-05	2.64705e-05	4.49215e-05	1.87328e-05	8.07881e-05	3.73395e-05	1.21843e-05	3.74264e-05	2.19765e-05	3.94443e-05	3.76569e-05	2.653e-05	2.87029e-05	6.66505e-05	4.9544e-05	2.03551e-05	4.45016e-05	2.67417e-05	6.02054e-05	1.36701e-05	6.09973e-05	2.71514e-05	2.10051e-05	2.23578e-05	1.65598e-05	4.32802e-05	2.57563e-05	2.31138e-05	2.49231e-05	4.90124e-05	3.8101e-05	0.000121513	1.96338e-05	1.37772e-05	1.84802e-05	2.66454e-05	1.86598e-05	2.54251e-05	2.14135e-05	1.11806e-05	2.60602e-05	1.55342e-05	3.283e-05	3.32377e-05	2.51494e-05	2.04313e-05	2.65347e-05	1.78641e-05	2.15002e-05	1.85694e-05	2.36922e-05	1.18714e-05	1.09586e-05	6.72082e-05	1.54828e-05	2.11483e-05	4.14937e-05	2.55744e-05	3.27288e-05	1.84633e-05	3.17666e-05	1.73763e-05	3.75696e-05	4.06269e-05	9.26467e-05	2.04919e-05	2.6939e-05	1.72746e-05	2.20058e-05	5.39246e-05	4.71957e-05	2.12573e-05	1.45395e-05	3.14377e-05	4.84474e-05	3.54275e-05	2.29356e-05	9.92502e-06	1.35781e-05	1.52656e-05	1.00651e-05	1.23232e-05	3.31287e-05	1.31917e-05	3.32006e-05	9.16474e-06	2.88256e-05	1.09268e-05	3.93556e-05	3.15378e-05	3.35108e-05	1.9467e-05	1.48547e-05	3.63407e-05	3.20738e-05	5.76983e-05	0.000101976	2.96095e-05
DARABCATK12-PWY: D-arabinose degradation I	0	0	0	0	0	0	3.30529e-07	0	0	0	0	0	0	0	7.67026e-08	0	0	0	0	0	0	0	0	0	2.01619e-06	0	1.8486e-07	3.48804e-07	0	0	0	0	0	0	3.14654e-07	2.74523e-06	0	0	6.16656e-07	0	0	0	2.91977e-07	0	0	0	0	2.29687e-07	0	2.98185e-07	0	3.8661e-07	0	0	0	0	0	0	0	6.24399e-07	0	0	0	0	4.60803e-07	0	0	0	0	0	0	0	0	0	0	1.64953e-07	0	0	0	0	0	0	0	0	0	0	1.56792e-06	0	0	0	1.46212e-07	1.15439e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22405e-08	0	0	0	0	0	0	0	0	1.03491e-07	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	2.78118e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27433e-05	0	1.35387e-05	1.18442e-05	0	2.86076e-06	0	0	0	3.23855e-06	0	2.38885e-05	0	0	6.12507e-06	0	0	0	5.45914e-06	0	0	0	0	5.18917e-06	0	0	0	0	0	1.26464e-05	0	0	0	0	0	0	0	0	0	0	2.26706e-06	0	0	0	0	0	0	0	0	0	0	8.38103e-06	0	0	0	0	0	0	0	0	0	0	1.91562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30352e-06	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.000469492	0.000352087	0.000497458	0.000483659	0.00048556	0.000543626	0.000474643	0.000534219	0.000492218	0.000473493	0.000444698	0.000480773	0.000497974	0.000510519	0.000490545	0.000421595	0.000508892	0.000516239	0.000525942	0.000519014	0.000444677	0.00048749	0.000509043	0.000423258	0.000447637	0.000351413	0.000498702	0.000451442	0.000464597	0.000445112	0.000449881	0.000478319	0.000465922	0.000475427	0.000432758	0.000341919	0.000378989	0.000428266	0.000464323	0.000459833	0.000357349	0.000448987	0.000457143	0.000483969	0.000494924	0.000405136	0.000429294	0.000444392	0.000528572	0.00043598	0.000486961	0.000467766	0.000419945	0.00145361	0.000476401	0.0004868	0.000516068	0.00046164	0.000429824	0.000426754	0.000403114	0.000452257	0.000475604	0.000449965	0.000442913	0.000468043	0.000461584	0.000465096	0.000519033	0.000445542	0.000491523	0.000395518	0.000561735	0.000507823	0.000482495	0.00034227	0.000520611	0.000455519	0.000475937	0.000448214	0.00044997	0.000509265	0.000482524	0.000543855	0.000464483	0.000514337	0.000515255	0.000470787	0.000442314	0.000516909	0.000455228	0.000468662	0.000483193	0.000510218	0.000422719	0.000362877	0.000346527	0.000406819	0.000510185	0.000426807	0.000387592	0.000457666	0.000499461	0.000476069	0.000470074	0.000497129	0.00050423	0.00044525	0.000418332	0.000514515	0.000427537	0.000467045	0.000493488	0.000489456	0.000512941	0.00045064	0.000483875	0.000455389	0.000457968	0.000386345
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12658e-06	0	4.81066e-06	3.85767e-06	0	1.11939e-06	6.11353e-07	0	0	5.34907e-07	0	7.30431e-06	1.15192e-06	0	1.19126e-06	0	1.61814e-06	0	1.24511e-06	0	0	0	0	1.03561e-06	0	0	7.92995e-07	0	0	1.89086e-06	0	0	0	0	0	0	0	0	9.73379e-07	0	8.11276e-07	0	0	0	0	0	0	0	9.36781e-07	0	0	2.17305e-06	0	0	0	0	7.58404e-07	0	0	0	0	0	5.65075e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06029e-07	0	1.72886e-06	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0	0	0	7.25973e-07	1.13333e-06	0	6.03939e-07	0	1.0687e-06	7.67358e-07	0	0	0	7.50023e-07	2.70643e-06	0	1.34779e-06	0	0	0	0	0	0	0	1.12105e-05	0	1.12813e-05	9.90766e-06	3.52279e-07	2.9055e-06	0	3.87199e-07	0	7.81568e-07	1.64715e-06	2.47994e-05	2.37584e-06	0	3.34493e-06	0	2.83152e-06	1.47264e-06	2.25496e-06	0	0	5.447e-07	0	3.142e-06	0	0	0	2.0796e-06	1.0115e-06	7.47529e-06	0	0	0	0	0	0	1.76156e-06	0	2.01556e-06	0	1.84771e-06	0	0	0	0	0	0	0	1.61153e-06	0	0	1.335e-06	0	7.67787e-07	0	4.69097e-07	1.79266e-06	0	0	6.94763e-07	6.71836e-07	8.60208e-07	1.24618e-05	0	0	0	0	0	0	0	0	4.02091e-06	0	2.09341e-06	6.71416e-07	0	6.14202e-07	0	0	0	0	0	0	0	7.0417e-07	0	1.22222e-06	1.44875e-06	0	4.84492e-06	2.34597e-06	0	0	6.70037e-07	1.15876e-06	1.40658e-06
FASYN-ELONG-PWY: fatty acid elongation -- saturated	5.5048e-06	1.76731e-05	7.072e-06	8.066e-06	7.68613e-06	4.40142e-06	9.78366e-06	1.62507e-05	3.10969e-06	1.0416e-05	1.05856e-06	5.13727e-06	0	0	1.44361e-05	2.3681e-06	3.41384e-06	4.31337e-06	0	0	4.55968e-06	1.11132e-05	1.41647e-06	1.51872e-06	3.77184e-05	1.0668e-06	2.87123e-05	3.27725e-05	2.46459e-06	1.88929e-05	3.42911e-06	8.08751e-06	3.48403e-06	4.56157e-06	1.45319e-06	4.98579e-05	1.21574e-05	0	1.85245e-05	4.68064e-06	1.94205e-05	7.04931e-06	2.27779e-05	3.29565e-06	9.59769e-07	1.54473e-06	0	1.18432e-05	9.01053e-06	4.25382e-06	3.83588e-06	1.09272e-05	1.00094e-05	2.44887e-05	2.03193e-06	4.8828e-06	7.02632e-06	6.06713e-06	6.71709e-06	6.93408e-06	7.25421e-06	1.4858e-06	1.21882e-05	0	1.09684e-05	6.92145e-06	3.20893e-06	0	1.67007e-05	6.87303e-06	1.24804e-05	0	1.45176e-05	4.53204e-06	0	9.67129e-06	2.12519e-06	5.53647e-06	1.62259e-06	2.36317e-06	3.65651e-06	3.43929e-06	2.36962e-06	6.38763e-06	7.95607e-06	4.93902e-06	3.90151e-05	3.46185e-06	2.0311e-06	1.89508e-06	1.60037e-05	4.63624e-06	2.46024e-06	0	1.21506e-06	1.02373e-05	4.77442e-06	1.77e-05	2.91778e-06	0	4.78992e-06	7.94487e-06	8.53906e-06	5.09774e-06	2.00472e-06	2.40684e-06	6.66456e-06	1.46641e-06	1.76447e-05	0	8.18078e-06	7.36116e-06	1.04291e-05	1.60262e-05	7.8406e-06	3.29331e-06	1.87924e-06	6.85879e-06	2.203e-05	1.18792e-05
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43667e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation	9.20698e-05	0.000131422	9.71402e-05	8.45089e-05	0.000105768	0.000128542	0.000112086	9.55612e-05	8.63234e-05	0.000116998	8.25141e-05	8.86661e-05	0.000104517	0.000123472	0.000113512	0.00010871	0.000125157	0.000104768	0.000102033	8.61584e-05	5.40061e-05	0.000109664	0.000118356	0.000108859	0.000101471	9.33567e-05	0.000130859	0.000110088	0.000134814	8.20071e-05	9.26338e-05	0.000115581	0.000129237	0.000121669	0.000115738	0.000134386	9.48522e-05	0.00012228	0.000134036	9.79501e-05	0.000123139	0.000103439	0.00015704	0.000127094	7.80881e-05	0.000102577	8.93936e-05	8.30349e-05	0.00011184	9.95675e-05	7.32525e-05	8.96083e-05	0.000131745	8.71168e-05	7.73718e-05	9.11183e-05	8.77664e-05	9.90471e-05	8.75834e-05	0.000118437	9.29463e-05	0.000101178	9.00523e-05	8.0073e-05	0.000103529	7.04686e-05	0.00010208	9.82667e-05	0.000101079	8.85693e-05	0.00011939	0.000123063	0.000127919	9.24898e-05	9.16138e-05	0.000119556	0.000105068	8.19763e-05	9.26072e-05	9.47057e-05	8.09642e-05	0.000124688	9.14768e-05	0.000101705	8.10873e-05	0.000120937	0.00013275	8.24939e-05	8.11643e-05	9.64021e-05	7.94097e-05	0.000112343	0.000109488	9.04025e-05	9.07097e-05	0.000123711	9.62422e-05	0.000114034	8.63322e-05	0.000110036	0.000139173	0.000105262	0.000122961	0.000156467	0.000109202	0.000123115	7.09026e-05	0.000116147	0.00013804	0.000107449	9.21912e-05	0.000104686	7.18392e-05	9.8245e-05	8.95404e-05	0.000101846	0.000103512	0.000130863	9.08176e-05	0.000125637
